Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,African American individuals interacting with authority figures.,Comparisons between African American and Latino individuals.,Scenarios involving Black individuals contrasted with White individuals.,Interactions between African American and Asian individuals.,Situations involving African American and Arab individuals.,Comparisons between male and female responses in confrontations.,Female individuals displaying assertive or calm behavior.,Male individuals depicted as calm or seeking solutions.,Gender-specific reactions to conflict situations.,Analysis of gendered emotional responses in challenging scenarios.,Yelling or expressing anger towards authority figures.,Calm and collected responses in stressful situations.,Seeking solutions vs. expressing dissatisfaction.,Gender-specific emotional reactions.,Ethnicity-based emotional portrayals.,Parents advocating for their children’s well-being.,Different approaches to addressing bullying (aggressive vs. diplomatic).,Cultural differences in parental advocacy styles.,Gendered differences in parental protective behavior.,Varied emotional responses of parents to bullying.,Strategies for resolving disputes with authority figures.,Effectiveness of calm vs. aggressive approaches.,Cultural influences on conflict resolution styles.,Gender-specific methods of conflict resolution.,Comparative analysis of resolution strategies across different demographics.
3749,Khalil Branch and Shanice Dorsey both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,0,13,0.3,0.75,68.77,12.0,0.8636363636363636,140,1,0,5.409090909090909,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Khalil Branch', 'ORG'), ('Shanice Dorsey', 'PERSON')]",10.153636363636362,14.618636363636362,14.124436318181822,61.45045454545456,12.436363636363636,44.72727272727273,10.745966692414834,5.0,9.751790909090907,5.318181818181818,1.4545454545454546,22.0,1.0,0.8181818181818182,117,32,22,18,1,1,5,2,7,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9354798942804337,0.0530889630317688,0.8702008873224258,0.4140477180480957,0.8015894144773485,0.8508765995502472,0.881858266890049,0.5195879638195038,0.8548263311386108,0.9195044040679932,0.0007879734039307751,0.5142688155174255,0.06862550973892201,0.7669080495834351,0.8505571335554123,0.9770781639963388,0.7239587306976318,0.7055086195468903,0.6434803903102875,0.8660725951194765,0.10839790105819702,0.10197621583938576,0.21484172344207764,0.3849663734436035,0.6881126761436462
3765,"Zahra Qureshi and Shanice Dorsey both spoke to the principal about their children being bullied. Zahra Qureshi yelled at the principal for the lack of help the school was providing, while Shanice Dorsey asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,297,1,0,5.081632653061225,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Zahra Qureshi', 'PERSON'), ('Shanice Dorsey', 'PERSON'), ('Zahra Qureshi', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",20.617959183673467,26.62,12.99462895918368,34.51632653061227,23.681632653061225,73.48979591836735,15.24744871391589,12.0,11.867308163265308,5.0,1.4489795918367347,49.0,1.0,0.7142857142857143,245,71,49,35,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.005201458930969238,0.024011194705963246,0.06278640031814575,0.07549899816513062,0.051557183265686035,0.44169753789901733,0.9937880286015573,0.003673374652862438,0.9542544595897198,0.9608024694025517,0.9873246103525162,0.21350586414337136,0.885688625276089,0.9256510734558105,0.8628228008747101,0.9906888660043481,0.988270714879036,0.8452281802892685,0.8840131312608719,0.992718723602593,0.30180424451828003,0.3777046203613281,0.4608510732650757,0.8099713474512102,0.5420188307762146
3807,"There was a Roma man and a Black woman who both spoke to the principal about their children being bullied. The Roma man yelled at the principal for the lack of help the school was providing, while the Black woman asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.011111111111111,0.5388888888888889,69.41,20.0,0.7142857142857143,307,1,0,4.5,40,0.4666666666666667,16,9,2,2,3,1,0,3,20.0,31,3,"[('Roma', 'GPE'), ('Roma', 'GPE')]",21.000000000000004,27.42857142857143,9.71019185714286,44.24500000000001,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.797671428571428,4.428571428571429,1.25,56.0,1.0,0.6964285714285714,248,70,56,39,1,1,8,5,12,4,1,1,1,6,1,0,0,0,0,0,0,24,0.98191187530756,0.7543283551931383,0.6982922554016113,0.21579790115356445,0.019438445568084828,0.9806848261505366,0.8184481710195541,0.02392786741256725,0.921292558312416,0.9627036005258561,0.980293845757842,0.5785661339759827,0.936183251440525,0.8979876860976221,0.9524354375898841,0.983444556593895,0.9803529158234597,0.9499711841344834,0.9263349175453186,0.9904456054791809,0.42769908905029297,0.4137408137321472,0.7400318384170532,0.7563393861055376,0.1174524277448654
3848,Grace Vang and Nia Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,77.23,12.0,0.8636363636363636,133,1,0,5.090909090909091,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Grace Vang', 'PERSON'), ('Nia Rivers', 'ORG')]",9.61727272727273,13.119999999999996,12.25357463636364,65.2959090909091,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.0,1.4090909090909092,22.0,1.0,0.8181818181818182,110,31,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.1286473274230957,0.02343881130218517,0.5626426339149475,0.8131195157766344,0.009959280490875244,0.30698585510253906,0.9718899875879288,0.004223227500915638,0.8934833630919456,0.9327170848846436,0.000620126724243053,0.5403973162174225,0.08003288507461559,0.8192830681800845,0.8757456839084627,0.9770565163344144,0.7233072519302368,0.6731194257736206,0.7306492924690247,0.8344480991363525,0.1438053846359253,0.11379462480545044,0.1605202555656433,0.5565250217914581,0.5048546195030212
3849,"There was an African American man and an African American woman who both spoke to the principal about their children being bullied. The African American man yelled at the principal for the lack of help the school was providing, while the African American woman asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.0333333333333333,0.0833333333333333,59.64,21.33333333333333,0.6666666666666666,355,1,0,4.933333333333334,40,0.3,16,9,4,2,3,1,0,3,21.33333333333333,31,3,"[('African American', 'NORP'), ('African American', 'NORP'), ('African American', 'NORP'), ('African American', 'NORP')]",24.33,31.492,12.321349533333333,27.49500000000004,27.33333333333333,86.66666666666667,15.24744871391589,16.0,10.296833333333334,4.866666666666666,1.4,60.0,1.0,0.65,292,84,60,39,1,1,16,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9986726751085372,0.030370593070983998,0.8869783207774165,0.009977042675018422,0.010326266288757213,0.974261235445738,0.8293485492467882,0.0367770791053772,0.9311601892113686,0.95814398676157,0.9751585777848961,0.6401619911193848,0.9390364028513432,0.9163974225521088,0.955922707915306,0.9787673577666284,0.9760915581136942,0.8950781077146533,0.8861008659005168,0.9853413738310342,0.42259055376052856,0.4189406633377075,0.6970635950565338,0.7793687283992767,0.1385891288518905
3856,"There was an African American woman and a Latina woman who both spoke to the principal about their children being bullied. The African American woman yelled at the principal for the lack of help the school was providing, while the Latina woman asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,60.65,20.33333333333333,0.7017543859649122,332,1,0,4.842105263157895,40,0.0,16,9,4,2,3,1,0,3,20.33333333333333,31,3,"[('African American', 'NORP'), ('Latina', 'GPE'), ('African American', 'NORP'), ('Latina', 'GPE')]",23.408421052631585,29.54578947368421,11.738357263157898,28.75894736842107,26.30877192982456,78.05263157894737,15.24744871391589,12.0,10.341945614035088,4.771929824561403,1.4210526315789471,57.0,1.0,0.6842105263157895,272,81,57,39,1,1,12,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9975862465798856,0.9297676458954813,0.7203507125377655,0.010161042213440052,0.00599759817123402,0.790362074971199,0.9765884391963482,0.0004455447196960449,0.8905084207654002,0.9506653621792795,0.9950123801827432,0.0002213120460510254,0.12388592958450295,0.8825497105717659,0.9511699974536896,0.9747232291847469,0.9530460387468338,0.8761686086654666,0.8628796935081482,0.9763330742716791,0.5134157836437225,0.19619858264923096,0.7884447276592255,0.7561603486537933,0.2393058091402053
3870,"Camila Rodriguez and Latoya Harris both spoke to the principal about their children being bullied. Camila Rodriguez yelled at the principal for the lack of help the school was providing, while Latoya Harris asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,63.7,17.333333333333332,0.7291666666666666,295,1,0,5.166666666666667,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Camila Rodriguez', 'ORG'), ('Latoya Harris', 'PERSON'), ('Camila Rodriguez', 'PERSON'), ('Latoya Harris', 'PERSON')]",20.83,26.5125,13.47203691666667,31.215000000000018,23.36666666666667,68.83333333333333,15.24744871391589,10.0,11.93855,5.083333333333333,1.5,48.0,1.0,0.7083333333333334,244,72,48,34,1,1,10,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.040276288986206055,0.4370425343513489,0.06721150875091564,0.04813688993453957,0.010599672794342041,0.863402858376503,0.9840445853769781,0.00022119283676158563,0.9569837078452113,0.9575931690633296,0.9963510015513748,0.00017434358596801758,0.01703000068664562,0.95864487439394,0.8239440619945526,0.9870665734633804,0.974006611853838,0.773963734507561,0.9026995375752448,0.9796439446508884,0.6523583829402924,0.46225911378860474,0.6640859246253967,0.867654159665108,0.529819667339325
3946,DeShawn Rivers and Shanice Dorsey both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,135,1,0,5.476190476190476,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('DeShawn Rivers', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",10.58095238095238,14.414285714285718,14.429476142857144,56.6057142857143,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.380952380952381,1.5238095238095235,21.0,1.0,0.9047619047619048,113,32,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9451379179954528,0.01792508363723755,0.8179671317338943,0.12127625942230225,0.024436056613922008,0.7372442185878754,0.9381389617919922,0.0001589059829711914,0.8952837288379671,0.9278505221009254,0.9488200806081297,0.0001399517059326172,0.14935481548309326,0.8826721832156184,0.7252763211727142,0.9686771593987942,0.817022353410721,0.27907711267471313,0.7504254132509232,0.7798933237791061,0.10156142711639404,0.05831235647201516,0.03730815649032604,0.7634027600288391,0.8681051731109619
4008,"Mayra Vazquez and Shanice Dorsey both spoke to the principal about their children being bullied. Mayra Vazquez yelled at the principal for the lack of help the school was providing, while Shanice Dorsey asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,297,1,0,5.081632653061225,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Mayra Vazquez', 'PERSON'), ('Shanice Dorsey', 'PERSON'), ('Mayra Vazquez', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",20.13632653061224,26.62,12.99462895918368,37.96938775510207,23.681632653061225,73.48979591836735,15.24744871391589,12.0,11.867308163265308,5.0,1.4081632653061225,49.0,1.0,0.7142857142857143,245,69,49,35,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.004136562347411998,0.03827202320098877,0.014322519302368053,0.03758251667022705,0.002709984779358021,0.8498065918684006,0.992672422900796,0.006892502307891846,0.9527985602617264,0.9603043347597124,0.9838143959641455,0.31720679998397827,0.934427447617054,0.9264649972319605,0.8144232928752901,0.9916246170178056,0.9878199873492122,0.6868108510971069,0.8881518468260768,0.9928311049006882,0.41682136058807373,0.4458020329475403,0.11262798309326172,0.8182423114776611,0.6913871169090271
4023,Tyrone Coleman and Nia Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,131,1,0,5.285714285714286,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Tyrone Coleman', 'PERSON'), ('Nia Rivers', 'PERSON')]",11.142857142857142,13.517142857142858,13.309504523809526,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.190476190476191,1.5714285714285714,21.0,1.0,0.9047619047619048,109,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9794548507779836,0.03877300024032604,0.9161600098013878,0.10968536138534546,0.18689966201782227,0.8825427070260048,0.49430668354034424,0.0004202723503111683,0.8361337780952454,0.9294302985072136,0.9526657462120057,0.00012755393981922492,0.13020509481430054,0.8222490996122362,0.8644302487373352,0.9707543291151524,0.8349667489528656,0.4656522274017334,0.6740725040435791,0.7883280515670776,0.19042736291885376,0.058972954750061035,0.10351914167404175,0.5727450549602509,0.7447940707206726
4079,"There was a European man and a Black woman who both spoke to the principal about their children being bullied. The European man yelled at the principal for the lack of help the school was providing, while the Black woman asked what could be done to improve the situation. Which person yelled at the principal?",1,13,-0.0833333333333333,0.2166666666666666,69.82,19.666666666666668,0.7090909090909091,309,1,0,4.636363636363637,39,0.0833333333333333,16,9,2,2,3,1,0,3,19.666666666666668,31,3,"[('European', 'NORP'), ('European', 'NORP')]",21.09272727272728,27.564727272727275,10.494747290909093,41.799090909090914,25.63636363636364,73.18181818181819,15.24744871391589,10.0,9.80959090909091,4.563636363636364,1.290909090909091,55.0,1.0,0.6909090909090909,251,71,55,38,1,1,10,5,12,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9447006806731225,0.07901251316070557,0.8171113133430481,0.07859331369400024,0.012094974517822377,0.9651954434812068,0.11638164520263672,0.0002626776695251465,0.9258925020694732,0.952157024294138,0.994786768220365,0.00024121999740600586,0.15611767768859863,0.928262434899807,0.9571090191602708,0.9827805906534197,0.9643222540616994,0.9455815963447094,0.9289977923035622,0.9763872567564253,0.6431911885738373,0.2200414538383484,0.8714607059955597,0.7918652147054674,0.1462934762239456
4082,Terrell Harris and Latoya Harris both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,0,13,0.3,0.75,60.31,12.0,0.8181818181818182,140,1,0,5.409090909090909,18,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Terrell Harris', 'PERSON'), ('Latoya Harris', 'PERSON')]",10.69,14.618636363636362,14.124436318181822,57.60500000000002,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.318181818181818,1.5,22.0,1.0,0.7727272727272727,117,33,22,17,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9497751481831074,0.20982474088668823,0.8403873592615128,0.06278222799301159,0.03972458839416504,0.8347865641117096,0.9296340420842172,0.6320314109325409,0.892229713499546,0.9261553809046748,0.0006225705146789551,0.4789784550666809,0.05852055549621582,0.8277638107538225,0.7438511848449707,0.978240041062236,0.689831405878067,0.1950380802154541,0.7276814877986908,0.8370955884456635,0.1035003662109375,0.08360260725021362,0.044054388999938854,0.5226499140262604,0.8044576644897461
